Id	RateDate	Currency	RateYear	RateMonth	BuyingRate	CentralRate	SellingRate
1339	2017-01-12	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1340	2017-01-11	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1341	2017-01-10	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1342	2017-01-09	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1343	2017-01-06	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1344	2017-01-05	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1345	2017-01-04	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1346	2017-01-03	US DOLLAR	2017	January	304.0000	304.5000	305.0000
1347	2016-12-30	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1348	2016-12-29	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1349	2016-12-28	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1350	2016-12-23	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1351	2016-12-22	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1352	2016-12-21	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1353	2016-12-20	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1354	2016-12-19	US DOLLAR	2016	December	304.2500	304.7500	305.2500
1355	2016-12-16	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1356	2016-12-15	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1357	2016-12-14	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1358	2016-12-13	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1359	2016-12-09	US DOLLAR	2016	December	304.5000	305.0000	305.5000
1360	2016-12-08	US DOLLAR	2016	December	304.5000	305.0000	305.5000
1361	2016-12-07	US DOLLAR	2016	December	304.5000	305.0000	305.5000
1362	2016-12-06	US DOLLAR	2016	December	304.5000	305.0000	305.5000
1363	2016-12-05	US DOLLAR	2016	December	304.5000	305.0000	305.5000
1364	2016-12-02	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1365	2016-12-01	US DOLLAR	2016	December	304.0000	304.5000	305.0000
1366	2016-11-30	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1367	2016-11-29	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1368	2016-11-28	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1369	2016-11-25	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1370	2016-11-24	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1371	2016-11-23	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1372	2016-11-22	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1373	2016-11-21	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1374	2016-11-18	US DOLLAR	2016	November	304.5000	305.0000	305.5000
1375	2016-11-17	US DOLLAR	2016	November	304.5000	305.0000	305.5000
1376	2016-11-16	US DOLLAR	2016	November	304.5000	305.0000	305.5000
1377	2016-11-15	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1378	2016-11-14	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1379	2016-11-11	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1380	2016-11-10	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1381	2016-11-09	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1382	2016-11-08	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1383	2016-11-07	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1384	2016-11-04	US DOLLAR	2016	November	304.0000	304.5000	305.0000
1385	2016-11-03	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1386	2016-11-02	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1387	2016-11-01	US DOLLAR	2016	November	304.2500	304.7500	305.2500
1388	2016-10-31	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1389	2016-10-28	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1390	2016-10-27	US DOLLAR	2016	October	304.5000	305.0000	305.5000
1391	2016-10-26	US DOLLAR	2016	October	304.5000	305.0000	305.5000
1392	2016-10-25	US DOLLAR	2016	October	304.5000	305.0000	305.5000
1393	2016-10-24	US DOLLAR	2016	October	304.5000	305.0000	305.5000
1394	2016-10-21	US DOLLAR	2016	October	304.2500	304.7500	305.2500
1395	2016-10-20	US DOLLAR	2016	October	304.2500	304.7500	305.2500
1396	2016-10-19	US DOLLAR	2016	October	304.2500	304.7500	305.2500
1397	2016-10-18	US DOLLAR	2016	October	304.5000	305.0000	305.5000
1398	2016-10-17	US DOLLAR	2016	October	304.5000	305.0000	305.5000
1399	2016-10-14	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1400	2016-10-13	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1401	2016-10-12	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1402	2016-10-11	US DOLLAR	2016	October	304.2500	304.7500	305.2500
1403	2016-10-10	US DOLLAR	2016	October	304.2500	304.7500	305.2500
1404	2016-10-07	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1405	2016-10-06	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1406	2016-10-05	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1407	2016-10-04	US DOLLAR	2016	October	304.0000	304.5000	305.0000
1408	2016-09-30	US DOLLAR	2016	September	304.2500	304.7500	305.2500
1409	2016-09-29	US DOLLAR	2016	September	304.2500	304.7500	305.2500
1410	2016-09-28	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1411	2016-09-27	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1412	2016-09-26	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1413	2016-09-23	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1414	2016-09-22	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1415	2016-09-21	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1416	2016-09-20	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1417	2016-09-19	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1418	2016-09-16	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1419	2016-09-15	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1420	2016-09-14	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1421	2016-09-09	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1422	2016-09-08	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1423	2016-09-07	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1424	2016-09-06	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1425	2016-09-05	US DOLLAR	2016	September	304.5000	305.0000	305.5000
1426	2016-09-02	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1427	2016-09-01	US DOLLAR	2016	September	304.0000	304.5000	305.0000
1428	2016-08-31	US DOLLAR	2016	August	305.0000	305.5000	306.0000
1429	2016-08-30	US DOLLAR	2016	August	304.5000	305.0000	305.5000
1430	2016-08-29	US DOLLAR	2016	August	304.5000	305.0000	305.5000
1431	2016-08-26	US DOLLAR	2016	August	304.0000	304.5000	305.0000
1432	2016-08-25	US DOLLAR	2016	August	304.0000	304.5000	305.0000
1433	2016-08-24	US DOLLAR	2016	August	304.5000	305.0000	305.5000
1434	2016-08-23	US DOLLAR	2016	August	304.5000	305.0000	305.5000
1435	2016-08-22	US DOLLAR	2016	August	304.5000	305.0000	305.5000
1436	2016-08-19	US DOLLAR	2016	August	307.0000	307.5000	308.0000
1437	2016-08-18	US DOLLAR	2016	August	324.0000	324.5000	325.0000
1438	2016-08-17	US DOLLAR	2016	August	308.0000	308.5000	309.0000
1439	2016-08-16	US DOLLAR	2016	August	308.8000	309.3000	309.8000
1440	2016-08-15	US DOLLAR	2016	August	309.0000	309.5000	310.0000
1441	2016-08-12	US DOLLAR	2016	August	309.0000	309.5000	310.0000
1442	2016-08-11	US DOLLAR	2016	August	309.0000	309.5000	310.0000
1443	2016-08-10	US DOLLAR	2016	August	319.0000	319.5000	320.0000
1444	2016-08-09	US DOLLAR	2016	August	309.5000	310.0000	310.5000
1445	2016-08-08	US DOLLAR	2016	August	310.0000	310.5000	311.0000
1446	2016-08-05	US DOLLAR	2016	August	310.0000	310.5000	311.0000
1447	2016-08-04	US DOLLAR	2016	August	309.0000	309.5000	310.0000
1448	2016-08-03	US DOLLAR	2016	August	309.0000	309.5000	310.0000
1449	2016-08-02	US DOLLAR	2016	August	309.5000	310.0000	310.5000
1450	2016-08-01	US DOLLAR	2016	August	314.5000	315.0000	315.5000
1451	2016-07-29	US DOLLAR	2016	July	312.0000	312.5000	313.0000
1452	2016-07-28	US DOLLAR	2016	July	310.3500	310.8500	311.3500
1453	2016-07-27	US DOLLAR	2016	July	315.0000	315.5000	316.0000
1454	2016-07-26	US DOLLAR	2016	July	311.0000	311.5000	312.0000
1455	2016-07-25	US DOLLAR	2016	July	309.0000	309.5000	310.0000
1456	2016-07-22	US DOLLAR	2016	July	299.0000	299.5000	300.0000
1457	2016-07-21	US DOLLAR	2016	July	291.4000	291.9000	292.4000
1458	2016-07-20	US DOLLAR	2016	July	291.9000	292.4000	292.9000
1459	2016-07-19	US DOLLAR	2016	July	291.9000	292.4000	292.9000
1460	2016-07-18	US DOLLAR	2016	July	291.0000	291.5000	292.0000
1461	2016-07-15	US DOLLAR	2016	July	289.0000	289.5000	290.0000
1462	2016-07-14	US DOLLAR	2016	July	283.0000	283.5000	284.0000
1463	2016-07-13	US DOLLAR	2016	July	282.7500	283.2500	283.7500
1464	2016-07-12	US DOLLAR	2016	July	282.2500	282.7500	283.2500
1465	2016-07-11	US DOLLAR	2016	July	281.5000	282.0000	282.5000
1466	2016-07-08	US DOLLAR	2016	July	281.0000	281.5000	282.0000
1467	2016-07-04	US DOLLAR	2016	July	281.0000	281.5000	282.0000
1468	2016-07-01	US DOLLAR	2016	July	281.2500	281.7500	282.2500
1469	2016-06-30	US DOLLAR	2016	June	282.0000	282.5000	283.0000
1470	2016-06-29	US DOLLAR	2016	June	281.7500	282.2500	282.7500
1471	2016-06-28	US DOLLAR	2016	June	281.5000	282.0000	282.5000
1472	2016-06-27	US DOLLAR	2016	June	281.0000	281.5000	282.0000
1473	2016-06-24	US DOLLAR	2016	June	280.0000	280.5000	281.0000
1474	2016-06-23	US DOLLAR	2016	June	280.0000	280.5000	281.0000
1475	2016-06-22	US DOLLAR	2016	June	280.5000	281.0000	281.5000
1476	2016-06-21	US DOLLAR	2016	June	283.0000	283.5000	284.0000
1477	2016-06-20	US DOLLAR	2016	June	279.0000	279.5000	280.0000
1478	2016-06-17	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1479	2016-06-16	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1480	2016-06-15	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1481	2016-06-14	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1482	2016-06-13	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1483	2016-06-10	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1484	2016-06-09	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1485	2016-06-08	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1486	2016-06-07	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1487	2016-06-06	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1488	2016-06-03	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1489	2016-06-02	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1490	2016-06-01	US DOLLAR	2016	June	196.0000	196.5000	197.0000
1491	2016-05-31	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1492	2016-05-27	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1493	2016-05-26	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1494	2016-05-25	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1495	2016-05-24	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1496	2016-05-23	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1497	2016-05-20	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1498	2016-05-19	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1499	2016-05-18	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1500	2016-05-17	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1501	2016-05-16	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1502	2016-05-13	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1503	2016-05-12	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1504	2016-05-11	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1505	2016-05-10	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1506	2016-05-09	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1507	2016-05-06	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1508	2016-05-05	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1509	2016-05-04	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1510	2016-05-03	US DOLLAR	2016	May	196.0000	196.5000	197.0000
1511	2016-04-29	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1512	2016-04-28	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1513	2016-04-27	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1514	2016-04-26	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1515	2016-04-25	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1516	2016-04-22	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1517	2016-04-21	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1518	2016-04-20	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1519	2016-04-19	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1520	2016-04-18	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1521	2016-04-15	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1522	2016-04-14	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1523	2016-04-13	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1524	2016-04-12	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1525	2016-04-11	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1526	2016-04-08	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1527	2016-04-07	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1528	2016-04-06	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1529	2016-04-05	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1530	2016-04-04	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1531	2016-04-01	US DOLLAR	2016	April	196.0000	196.5000	197.0000
1532	2016-03-31	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1533	2016-03-30	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1534	2016-03-29	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1535	2016-03-24	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1536	2016-03-23	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1537	2016-03-22	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1538	2016-03-21	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1539	2016-03-18	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1540	2016-03-17	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1541	2016-03-16	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1542	2016-03-15	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1543	2016-03-14	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1544	2016-03-11	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1545	2016-03-10	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1546	2016-03-09	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1547	2016-03-08	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1548	2016-03-07	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1549	2016-03-04	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1550	2016-03-03	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1551	2016-03-02	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1552	2016-03-01	US DOLLAR	2016	March	196.0000	196.5000	197.0000
1553	2016-02-29	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1554	2016-02-26	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1555	2016-02-25	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1556	2016-02-24	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1557	2016-02-23	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1558	2016-02-22	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1559	2016-02-19	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1560	2016-02-18	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1561	2016-02-17	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1562	2016-02-16	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1563	2016-02-15	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1564	2016-02-12	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1565	2016-02-11	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1566	2016-02-10	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1567	2016-02-09	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1568	2016-02-08	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1569	2016-02-05	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1570	2016-02-04	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1571	2016-02-03	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1572	2016-02-02	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1573	2016-02-01	US DOLLAR	2016	February	196.0000	196.5000	197.0000
1574	2016-01-29	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1575	2016-01-28	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1576	2016-01-27	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1577	2016-01-26	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1578	2016-01-25	US DOLLAR	2016	January	196.0000	197.5000	197.0000
1579	2016-01-22	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1580	2016-01-21	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1581	2016-01-20	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1582	2016-01-19	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1583	2016-01-18	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1584	2016-01-15	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1585	2016-01-14	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1586	2016-01-13	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1587	2016-01-12	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1588	2016-01-11	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1589	2016-01-08	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1590	2016-01-07	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1591	2016-01-06	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1592	2016-01-05	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1593	2016-01-04	US DOLLAR	2016	January	196.0000	196.5000	197.0000
1594	2015-12-31	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1595	2015-12-30	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1596	2015-12-29	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1597	2015-12-23	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1598	2015-12-22	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1599	2015-12-21	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1600	2015-12-18	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1601	2015-12-17	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1602	2015-12-16	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1603	2015-12-15	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1604	2015-12-14	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1605	2015-12-11	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1606	2015-12-10	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1607	2015-12-09	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1608	2015-12-08	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1609	2015-12-07	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1610	2015-12-04	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1611	2015-12-03	US DOLLAR	2015	December	196.0000	196.5000	197.0000
1612	2015-12-02	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1613	2015-12-01	US DOLLAR	2015	December	195.9700	196.4700	196.9700
1614	2015-11-30	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1615	2015-11-27	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1616	2015-11-26	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1617	2015-11-25	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1618	2015-11-24	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1619	2015-11-23	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1620	2015-11-20	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1621	2015-11-19	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1622	2015-11-18	US DOLLAR	2015	November	195.9700	196.4700	196.9700
1623	2015-11-17	US DOLLAR	2015	November	195.9700	196.4700	196.9700
1624	2015-11-16	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1625	2015-11-13	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1626	2015-11-12	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1627	2015-11-11	US DOLLAR	2015	November	195.9800	196.4800	196.9800
1628	2015-11-10	US DOLLAR	2015	November	195.9800	196.4800	196.9800
1629	2015-11-09	US DOLLAR	2015	November	195.9800	196.4800	196.9800
1630	2015-11-06	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1631	2015-11-05	US DOLLAR	2015	November	196.0000	196.5000	197.0000
1632	2015-11-04	US DOLLAR	2015	November	195.9800	196.4800	196.9800
1633	2015-11-03	US DOLLAR	2015	November	195.9800	196.4800	196.9800
1634	2015-11-02	US DOLLAR	2015	November	195.9800	196.4800	196.9800
1635	2015-10-30	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1636	2015-10-29	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1637	2015-10-28	US DOLLAR	2015	October	195.9700	196.4700	196.9700
1638	2015-10-27	US DOLLAR	2015	October	195.9700	196.4700	196.9700
1639	2015-10-26	US DOLLAR	2015	October	195.9700	196.4700	196.9700
1640	2015-10-23	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1641	2015-10-22	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1642	2015-10-21	US DOLLAR	2015	October	195.9800	196.4800	196.9800
1643	2015-10-20	US DOLLAR	2015	October	195.9800	196.4800	196.9800
1644	2015-10-19	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1645	2015-10-16	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1646	2015-10-15	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1647	2015-10-14	US DOLLAR	2015	October	195.9800	196.4800	196.9800
1648	2015-10-13	US DOLLAR	2015	October	195.9800	196.4800	196.9800
1649	2015-10-12	US DOLLAR	2015	October	195.9800	196.4800	196.9800
1650	2015-10-09	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1651	2015-10-08	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1652	2015-10-07	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1653	2015-10-06	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1654	2015-10-05	US DOLLAR	2015	October	196.0000	196.5000	197.0000
1655	2015-10-02	US DOLLAR	2015	October	195.9500	196.4500	196.9500
1656	2015-09-30	US DOLLAR	2015	September	195.9500	196.4500	196.9500
1657	2015-09-29	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1658	2015-09-28	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1659	2015-09-23	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1660	2015-09-22	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1661	2015-09-21	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1662	2015-09-18	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1663	2015-09-17	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1664	2015-09-16	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1665	2015-09-15	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1666	2015-09-14	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1667	2015-09-11	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1668	2015-09-10	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1669	2015-09-09	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1670	2015-09-08	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1671	2015-09-07	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1672	2015-09-04	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1673	2015-09-03	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1674	2015-09-02	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1675	2015-09-01	US DOLLAR	2015	September	196.0000	196.5000	197.0000
1676	2015-08-31	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1677	2015-08-28	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1678	2015-08-27	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1679	2015-08-26	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1680	2015-08-25	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1681	2015-08-24	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1682	2015-08-21	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1683	2015-08-20	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1684	2015-08-19	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1685	2015-08-18	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1686	2015-08-17	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1687	2015-08-14	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1688	2015-08-13	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1689	2015-08-12	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1690	2015-08-11	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1691	2015-08-10	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1692	2015-08-07	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1693	2015-08-06	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1694	2015-08-05	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1695	2015-08-04	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1696	2015-08-03	US DOLLAR	2015	August	196.0000	196.5000	197.0000
1697	2015-07-31	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1698	2015-07-30	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1699	2015-07-29	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1700	2015-07-28	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1701	2015-07-27	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1702	2015-07-24	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1703	2015-07-23	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1704	2015-07-22	US DOLLAR	2015	July	196.0000	196.5000	197.0000
1705	2015-07-21	US DOLLAR	2015	July	196.0000	196.5000	197.0000
